termo,user,frase,tweet_origin_id,tweet_id,data_do_tweet
baianinho,stephxnelho,RT @juh_ferreira2r: E eu que vim msm ver se o baianinho da Casas bahia falava macetava na foto da assistente da Samsung,' None ',' 1399933355135807495 ',' 2021-06-02 03:38:16 '
baianinho,vulgoderu,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399933240677371906 ',' 2021-06-02 03:37:48 '
baianinho,R1NT4R0U__,@Z0ROLIPS como diria o baianinho macetava,' 1399889453129383938 ',' 1399931839054290947 ',' 2021-06-02 03:32:14 '
baianinho,hitomirollin,"@aIchemyprince pra mim não é questão de atacar artistas nsfw mas eu acho um desrespeito fazer isso com um boneco virtual de uma marca? não foi legal quando fizeram com o baianinho, não foi legal com a lu do magalu é uma questão de utilizar bonecos da marca para coisas não relacionadas a ela",' 1399930411237756930 ',' 1399931201050140674 ',' 2021-06-02 03:29:42 '
baianinho,GabrielCzar10,@CasasBahia @amandainfernoo @emilerocha6 essa vc massetava baianinho? https://t.co/jsTPsJ5sVF,' 1399485512205864965 ',' 1399929626126958598 ',' 2021-06-02 03:23:26 '
baianinho,AqueIeZy,@empporeal Baianinho criança né fi,' 1399926691854753795 ',' 1399928059948589056 ',' 2021-06-02 03:17:13 '
baianinho,gustavugarcia,"@karolynevf passou o baianinho na tl, aí lembrei do meme e tweetei isso 😬",' 1399927553071235072 ',' 1399927886421839873 ',' 2021-06-02 03:16:32 '
baianinho,canceriemy,RT @juh_ferreira2r: E eu que vim msm ver se o baianinho da Casas bahia falava macetava na foto da assistente da Samsung,' None ',' 1399927798697955337 ',' 2021-06-02 03:16:11 '
baianinho,uzum4k,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399927419197431810 ',' 2021-06-02 03:14:40 '
baianinho,prowlarbeast,@SamAssistente vc casaria com o baianinho?🤔,' None ',' 1399927404131504131 ',' 2021-06-02 03:14:37 '
baianinho,lekinh01,@pontofrio @Dragon_artBS pinguim ficou puto com o baianinho pq o mlk começou a dar bola pra mina da samsung e esqueceu dele,' 1399738879134085120 ',' 1399926794279608321 ',' 2021-06-02 03:12:11 '
baianinho,grancarlinho,"@japonillo chegou tarde, o baianinho já marretou sua tesudona assistente virtual da samsung",' 1399915694674825218 ',' 1399926291684544516 ',' 2021-06-02 03:10:11 '
baianinho,AqueIeZy,isso explica pq o baianinho antigo era uma criança https://t.co/ev7YujWPFB,' None ',' 1399926004961980422 ',' 2021-06-02 03:09:03 '
baianinho,reiko3ox,@ZIIDANI_ EU NAO QUERO SER O BAIANINHO DO GAULES NAOOOOOOOOOOOOOOO https://t.co/e1hX3T6OcO,' 1399922858474807298 ',' 1399925842864750594 ',' 2021-06-02 03:08:24 '
baianinho,piesao_,@lannatsu eh veridico confia o baianinho tem zap tambem https://t.co/PxGlbvvmyL,' 1399923476006375429 ',' 1399924287306407940 ',' 2021-06-02 03:02:14 '
baianinho,IAGOX10,@SamAssistente Sam larga o baianinho é casa CMG?,' 1399454809409871875 ',' 1399923239497961483 ',' 2021-06-02 02:58:04 '
baianinho,amykkjk,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399922850061074432 ',' 2021-06-02 02:56:31 '
baianinho,kittysimoxs,LKKKKLKLLLLK me divertir com os memes da assistente da Samsung e do baianinho CB que porra for KKKKkkkkkkkjskakaj,' None ',' 1399921860335357952 ',' 2021-06-02 02:52:35 '
baianinho,Gustavo44898607,@CasasBahia Baianinho escravizando o robô aspirador,' 1399485908827602944 ',' 1399921456675442688 ',' 2021-06-02 02:50:59 '
baianinho,eclipsy___,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399920224468623360 ',' 2021-06-02 02:46:05 '
baianinho,stimpay12,@CasasBahia baianinho sabe fazer o gel pique emulador?,' 1399819152748077059 ',' 1399920157217153028 ',' 2021-06-02 02:45:49 '
baianinho,stripxs,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399920023171444736 ',' 2021-06-02 02:45:17 '
baianinho,patsuan88,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399919864077238276 ',' 2021-06-02 02:44:39 '
baianinho,edumontenegro12,@pollyanx Depois dessa eu macetava era o baianinho da Casas Bahia,' 1399135678110355461 ',' 1399919768749199361 ',' 2021-06-02 02:44:16 '
baianinho,WizyYT,"@Gustavo66700708 @CasasBahia @SamAssistente Esse baianinho parece broxa, o outro daria conta",' 1399918760304295937 ',' 1399919331039981569 ',' 2021-06-02 02:42:32 '
baianinho,deathaslanl,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399919115444305921 ',' 2021-06-02 02:41:41 '
baianinho,Nj4R0,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399918564447039488 ',' 2021-06-02 02:39:29 '
baianinho,bergamowRJ,"@justluthi So passo pano pro baianinho pq a animação é MT boa, morra magalu",' 1399912169022660615 ',' 1399917948173795328 ',' 2021-06-02 02:37:02 '
baianinho,3R1chy,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399917811523276802 ',' 2021-06-02 02:36:30 '
baianinho,saikikitty_,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399917133098795009 ',' 2021-06-02 02:33:48 '
baianinho,NEsquelet,@raspberrypieee @nosanity1453 Dps de ver um hentai da magalu caralhuda com a nat natura e de quebra uma mina representando o Ifood no final eu acredito em tudo  Nesse msm bagui apareceu o Baianinho Fumando com o dolinho e ele era filho da nat e da magalu,' 1399843870767300611 ',' 1399916514812301314 ',' 2021-06-02 02:31:20 '
baianinho,demihaelkeehl,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399916326777503744 ',' 2021-06-02 02:30:36 '
baianinho,catbixo,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399915328289783810 ',' 2021-06-02 02:26:38 '
baianinho,f4el4,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399915120533323778 ',' 2021-06-02 02:25:48 '
baianinho,kkeaemenrs,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399914846884450306 ',' 2021-06-02 02:24:43 '
baianinho,comunist_marco,"Eu fui procura rule 34 do baianinho, e existe, oloko",' None ',' 1399914527601434629 ',' 2021-06-02 02:23:27 '
baianinho,iagoreizs,@olucasleto irmão do Baianinho das casas bahia kk,' 1399903462335340544 ',' 1399914281081135105 ',' 2021-06-02 02:22:28 '
baianinho,Pxdrin__,@Wallskrr1 @WizyYT @CasasBahia Tudo começou a dar errado quando esse paulista de merda substituiu o baianinho raiz,' 1399912918649540610 ',' 1399914253633662980 ',' 2021-06-02 02:22:21 '
baianinho,NKirschtein,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399914051468152835 ',' 2021-06-02 02:21:33 '
baianinho,AqueleMOON_,RT @WizyYT: Seria esse um exposed do baianinho ? @CasasBahia como vc me explica isso baiano 👊😡 https://t.co/Wgu2iS2AUp,' None ',' 1399914037299793926 ',' 2021-06-02 02:21:30 '
baianinho,julenhaxx,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399913892332113921 ',' 2021-06-02 02:20:55 '
baianinho,ohtoelf,tomanocu baianinho,' None ',' 1399913214335389696 ',' 2021-06-02 02:18:14 '
baianinho,SamSekyx,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399913169255120900 ',' 2021-06-02 02:18:03 '
baianinho,ZuliBluRple,RT @S4LLYFAC3: Baianinho e sam da Samsung me passam uma vibe de irmãos eu n sei https://t.co/SeZ4PxuTn9,' None ',' 1399912017436286978 ',' 2021-06-02 02:13:28 '
baianinho,Anightayala,"@feechp @iaraNaika Sim, agora entra na porra do robô, Baianinho.",' 1399911633103822857 ',' 1399911933747372033 ',' 2021-06-02 02:13:08 '
baianinho,eminezuko,Caraio baianinho https://t.co/EpZ1yYnY4S,' None ',' 1399911826700308482 ',' 2021-06-02 02:12:43 '
baianinho,LuNiel25,RT @YuriFujimoto1: Já viram o Baianinho na vida real?? @CasasBahia #Baianinho @baianinhokuster https://t.co/lJKA8HCKRT,' None ',' 1399911640099864576 ',' 2021-06-02 02:11:58 '
baianinho,1zuku_kun,Como diria baianinho: Macetava https://t.co/UtdEkdPqJX,' None ',' 1399911369668009991 ',' 2021-06-02 02:10:54 '
baianinho,littl4moon,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399911235018280961 ',' 2021-06-02 02:10:22 '
baianinho,Nysh98826070,"RT @armyybr7: @CasasBahia Sai, Baianinho. SAIIIIIIIIIII, a Sam é minha!! ( Créditos do Vídeo: ._.pablo._.0) https://t.co/YUCTiqaark",' None ',' 1399911209114247168 ',' 2021-06-02 02:10:16 '
baianinho,K4HR3FF1C,@roelzaoo o baianinho,' 1399910349042814976 ',' 1399911051458748416 ',' 2021-06-02 02:09:38 '
baianinho,afroditesheart,luciano: ESSE BAIANINHO FILHO DA PUTAAAAA  fernando: eu acho ele fofo...  luciano: vdd mto fofo ele https://t.co/JeM63Jb9DX,' None ',' 1399909912319307784 ',' 2021-06-02 02:05:06 '
baianinho,maipeace_,"@takemeout @iaraNaika Diversas acusações de estupr* e prostituição de menores, poucos meses depois do lançamento que pareceu bem estratégico, do Baianinho.",' 1399908949499985923 ',' 1399909509351489536 ',' 2021-06-02 02:03:30 '
baianinho,eumechamoigor,"Baianinho no ataque capixaba.   Só falta o Mineiro agora.   Para normalizar o estado, já que só tem Bahiano e Mineiro https://t.co/sZspQJknwA",' None ',' 1399909170388815878 ',' 2021-06-02 02:02:09 '
baianinho,Kdu_g,RT @WContexo: pesadelo do baianinho de mauá https://t.co/fCKgN8JuhN,' None ',' 1399908998095290375 ',' 2021-06-02 02:01:28 '
baianinho,leonardofarruda,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399908744025325569 ',' 2021-06-02 02:00:28 '
baianinho,ApenasPeter02,"@otacosnanet Dps que a Sam foi lançada o baianinho nn sai mais do quarto, disse que aprendeu a desenhar",' 1399888112722059266 ',' 1399908639452848136 ',' 2021-06-02 02:00:03 '
baianinho,sooyerat,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399908350515683334 ',' 2021-06-02 01:58:54 '
baianinho,styleshalls,@hollandxer Eai baianinho da Casas Bahia,' 1399905561995579392 ',' 1399907377776926724 ',' 2021-06-02 01:55:02 '
baianinho,cafekolp,RT @S4LLYFAC3: Baianinho e sam da Samsung me passam uma vibe de irmãos eu n sei https://t.co/SeZ4PxuTn9,' None ',' 1399907252618805248 ',' 2021-06-02 01:54:32 '
baianinho,soulgbtexto,nao ironicamente eu sinto falta do outro baianinho das casas bahia...,' None ',' 1399907152119074820 ',' 2021-06-02 01:54:08 '
baianinho,armyybr7,"@CasasBahia Sai, Baianinho. SAIIIIIIIIIII, a Sam é minha!! ( Créditos do Vídeo: ._.pablo._.0) https://t.co/YUCTiqaark",' None ',' 1399907060612018180 ',' 2021-06-02 01:53:46 '
baianinho,oocteia,@CasasBahia baianinho é vdd q a sua mãe é a magalu??????????,' 1399848128543612928 ',' 1399906719615102976 ',' 2021-06-02 01:52:25 '
baianinho,stevegiobs,"@melinavstokoff eu fiquei com uma dó das casas bahia e ponto frio. devia ter como ser de todas, dar uma moral pro baianinho e pro pinguim",' 1399884115953033219 ',' 1399905636624764930 ',' 2021-06-02 01:48:07 '
baianinho,Leozindovrau2,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399905266922147845 ',' 2021-06-02 01:46:39 '
baianinho,_magud,RT @sunpjh: baianinho volta a ser assim eu imploro,' None ',' 1399905128078057475 ',' 2021-06-02 01:46:06 '
baianinho,yeojinstars,@f_ch0i baianinho putasso,' 1399904605199286274 ',' 1399905108473876485 ',' 2021-06-02 01:46:01 '
baianinho,aycovodkera,@bebaaguax @nicolereisdl Cuidado que o baianinho tá na área kkkkkkk,' 1399410791577800712 ',' 1399905100987052035 ',' 2021-06-02 01:45:59 '
baianinho,KctCosmico,@einebru Vc acha q o Baianinho paulista (vulgo CB) pegaria a Magalu?,' 1399892153246138371 ',' 1399904976483368960 ',' 2021-06-02 01:45:30 '
baianinho,Rigelynx,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399904920183189507 ',' 2021-06-02 01:45:16 '
baianinho,brenodorpc,Duvido q a Samsunga ia querer namorar o new Baianinho Vai votar chifrudo no baianinho do chapéu de lampião,' None ',' 1399904833474289670 ',' 2021-06-02 01:44:55 '
baianinho,sunpjh,baianinho volta a ser assim eu imploro https://t.co/FAXsUbj4M2,' None ',' 1399904611025276933 ',' 2021-06-02 01:44:02 '
baianinho,hollow_code_,@OsniPaulo quase o baianinho das casas bahia na última,' 1399903391443210245 ',' 1399904423854448643 ',' 2021-06-02 01:43:18 '
baianinho,rogwrwaters,@Enyo____ vixe baianinho,' 1399902743452655624 ',' 1399903331695443969 ',' 2021-06-02 01:38:57 '
baianinho,VicAckerSama,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399903311797575681 ',' 2021-06-02 01:38:53 '
baianinho,joaoperki,@antesmerdagame baianinho????? wtf😳😳😳,' 1399834387710156802 ',' 1399902760536088582 ',' 2021-06-02 01:36:41 '
baianinho,Enyo____,baianinho? https://t.co/uoyeNJg1rX,' None ',' 1399902743452655624 ',' 2021-06-02 01:36:37 '
baianinho,vaideretro,"RT @dhiogorevert: Depois da assistente virtual da Samsung, o baianinho, a MagaLu e etc... Vem aí o Assistente Virtual do @vaideretro, o Dhi…",' None ',' 1399902317093216256 ',' 2021-06-02 01:34:55 '
baianinho,HavocMiranda,@FabioPorchat Tu vai ofuscar o Baianinho e ele vai querer te bater,' 1399901319788470274 ',' 1399902228517904396 ',' 2021-06-02 01:34:34 '
baianinho,dhiogorevert,"Depois da assistente virtual da Samsung, o baianinho, a MagaLu e etc... Vem aí o Assistente Virtual do @vaideretro, o Dhi-E-Girl Revert https://t.co/ODOzsDQISK",' None ',' 1399902213649186816 ',' 2021-06-02 01:34:31 '
baianinho,samiassiq,"@rodribardo Uns conhecidos tão postando umas barbaridades sobre ela, e ainda tão colocando o baianinho no meio (que é uma criança/adolescente) eu juro q tô puta 🔪",' 1399901770885763072 ',' 1399902088528904192 ',' 2021-06-02 01:34:01 '
baianinho,diogo_marini,"Q internet merda, A @vivobr deve tá jogando gamão com o baianinho de Mauá",' None ',' 1399902072997400578 ',' 2021-06-02 01:33:57 '
baianinho,1Babaca5,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399901896329007109 ',' 2021-06-02 01:33:15 '
baianinho,Viniagre,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399901256638996480 ',' 2021-06-02 01:30:43 '
baianinho,d_luax,RT @amandainfernoo: mano juro que vim conferir se o baianinho da Casasbahia tinha falado MACETAVA msm ou não na foto da assistente da Samsu…,' None ',' 1399901105581170696 ',' 2021-06-02 01:30:07 '
baianinho,93smoonchild,achei q era o jungkook e o baianinho https://t.co/lKwstmhKko,' None ',' 1399901013868482563 ',' 2021-06-02 01:29:45 '
baianinho,sukunaartt,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399900617301278725 ',' 2021-06-02 01:28:10 '
baianinho,sachakkazak,RT @amandainfernoo: mano juro que vim conferir se o baianinho da Casasbahia tinha falado MACETAVA msm ou não na foto da assistente da Samsu…,' None ',' 1399900170679169037 ',' 2021-06-02 01:26:24 '
baianinho,1999fabs,"@_IKair_ Pensa comigo, não da pra ""macetar"" como o próprio baianinho disse alguem fofinho com o Zap jr, mas a mina da Samsung",' 1399893405916971009 ',' 1399900044732547074 ',' 2021-06-02 01:25:54 '
baianinho,usadordexiamier,@AmmarFlavia @luumalaquias Baianinho x Assistente da Samsung?😳,' 1399810491124486153 ',' 1399899538442395649 ',' 2021-06-02 01:23:53 '
baianinho,danzyyn_,@loud_Mii Parece o baianinho  da casas bahia  kssskkssks,' 1399894770399563776 ',' 1399899326118350850 ',' 2021-06-02 01:23:02 '
baianinho,charllier_,RT @_foxnrose_: A meta agora é encontrar alguém para fazer metadinha do Baianinho da casas Bahia com a Atendente virtual da Samsung https:/…,' None ',' 1399899168932610051 ',' 2021-06-02 01:22:25 '
baianinho,_liquor_lips,@otacosnanet Baianinho ficou louco depois da chegada da Sam,' 1399888112722059266 ',' 1399898677867597826 ',' 2021-06-02 01:20:28 '
baianinho,JH_BoyMeetsEvil,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399898412653367297 ',' 2021-06-02 01:19:25 '
baianinho,Brayan_tamashi,Baianinho precisa macetar https://t.co/L9sy0FaVz7,' None ',' 1399898062324121602 ',' 2021-06-02 01:18:01 '
baianinho,Cyopysco,odeio pessoa virtual q loja faz (morra baianinho carioca morra imediatamente e volte baianinho baiano) Mas a mina da Samsung  Ela é uma exceção E a magalu pq puta pirocaoKKKKKKKKKKK eu amo aqla figurinha,' None ',' 1399897654222594056 ',' 2021-06-02 01:16:24 '
baianinho,PedroVi93239948,@SamAssistente O q acha do baianinho?,' 1399891713469079555 ',' 1399897279583166472 ',' 2021-06-02 01:14:54 '
baianinho,Foreveryx2,@SamAssistente Olha vamo faze assim já q o baianinho n te nota bora tomar um açaí q tal?,' 1399896488021536776 ',' 1399896750903771137 ',' 2021-06-02 01:12:48 '
baianinho,WizyYT,Seria esse um exposed do baianinho ? @CasasBahia como vc me explica isso baiano 👊😡 https://t.co/Wgu2iS2AUp,' None ',' 1399896328763854848 ',' 2021-06-02 01:11:08 '
baianinho,MissSanxaine,Baianinho tomou no rabo mas eu gostava do bixinho https://t.co/duR3yg4cS4,' None ',' 1399896281162584064 ',' 2021-06-02 01:10:56 '
baianinho,Baianinho_04,"Eu sei que no final vou ficar bem, com você ou sem 🎧",' None ',' 1399896246094118912 ',' 2021-06-02 01:10:48 '
baianinho,andrey61331810,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399895855105257472 ',' 2021-06-02 01:09:15 '
baianinho,murilinspex,@richardabelha baianinho espanca utero https://t.co/DerEeAsPuM,' 1399893121887051776 ',' 1399895287997550595 ',' 2021-06-02 01:07:00 '
baianinho,Lsd_dss,Até um personagem de uma marca vcs fizeram isso... Que nojo cara. Foi só com ela ou o Baianinho tbm?,' None ',' 1399895024939196419 ',' 2021-06-02 01:05:57 '
baianinho,okso_alright,RT @S4LLYFAC3: Baianinho e sam da Samsung me passam uma vibe de irmãos eu n sei https://t.co/SeZ4PxuTn9,' None ',' 1399894534780243969 ',' 2021-06-02 01:04:00 '
baianinho,GutinhoFeio,"@ChicoAmaro_ n gosto de nenhum mascote, principalmente o baianinho remake",' 1399870663419125769 ',' 1399894524109991938 ',' 2021-06-02 01:03:57 '
baianinho,felipe_e_epilef,Eu de baianinho https://t.co/16RPFIBHeI,' None ',' 1399894321491501060 ',' 2021-06-02 01:03:09 '
baianinho,ZeppeliMr,@SamAssistente Como o grande baianinho estranho diria: Macetava.,' 1399454809409871875 ',' 1399893644103098372 ',' 2021-06-02 01:00:28 '
baianinho,BaccoSsa,@Verst_Baianinho Chupo até tirar leite,' 1392963852925607936 ',' 1399893336186576902 ',' 2021-06-02 00:59:14 '
baianinho,lmjimpacts,RT @raquelsantoslm: juliette embaixadora da americanas  a surra no baianinho biscoiteiro e na ponto lixo que tão espumando até agora porque…,' None ',' 1399893333116338180 ',' 2021-06-02 00:59:14 '
baianinho,sadberlonpv,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399892698425868295 ',' 2021-06-02 00:56:42 '
baianinho,madulobinha,"RT @caio_alencvstrx: @LuizaTrezzi Apenas baianinho da casas Bahia pode dar em cima dela  ""Macetava""  - Baianinho",' None ',' 1399892560269676544 ',' 2021-06-02 00:56:09 '
baianinho,blzrafinha,@comunistabaiano mas vc já viu O BAIANINHO? https://t.co/DtTEoRtE0b,' 1399884203165196294 ',' 1399892513079578629 ',' 2021-06-02 00:55:58 '
baianinho,SrIaGabriel,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399892253728968704 ',' 2021-06-02 00:54:56 '
baianinho,najudorock,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399892010169999361 ',' 2021-06-02 00:53:58 '
baianinho,ouhboy67,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399891636486873091 ',' 2021-06-02 00:52:29 '
baianinho,yah_franca04,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399891626667958274 ',' 2021-06-02 00:52:27 '
baianinho,MrAnimes4,@007Kaule eu shippo ela com o Baianinho,' 1399890136821813259 ',' 1399891523878203397 ',' 2021-06-02 00:52:02 '
baianinho,bmedeirosgerais,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399891443897049091 ',' 2021-06-02 00:51:43 '
baianinho,Ruanveras4,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399891153349185543 ',' 2021-06-02 00:50:34 '
baianinho,faustindrip,@otacosnanet O baianinho RAIZ nunca faria isso,' 1399888112722059266 ',' 1399890983458856966 ',' 2021-06-02 00:49:53 '
baianinho,P1NKYMINA,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399890873714884608 ',' 2021-06-02 00:49:27 '
baianinho,Joaodavioli,"@SamAssistente  olá , sam o que você acha do baianinho da Casas Bahia ?",' None ',' 1399890671834648579 ',' 2021-06-02 00:48:39 '
baianinho,RDornrlas,Mano o maior crossover do mundo seria a Sam de Samsung magalu e o baianinho em um logar só,' None ',' 1399890451117666308 ',' 2021-06-02 00:47:46 '
baianinho,httpslilhuddy,tem fic da sam com o baianinho  quekkkkkkkk,' None ',' 1399889728489545731 ',' 2021-06-02 00:44:54 '
baianinho,katmunista,"@otacosnanet Isso logo após mostrarem a Sam, baianinho é um puta empreendedor",' 1399888112722059266 ',' 1399889233536499715 ',' 2021-06-02 00:42:56 '
baianinho,suumm3r,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399888946532913157 ',' 2021-06-02 00:41:48 '
baianinho,kylee_husband,RT @otacosnanet: baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399888875632435206 ',' 2021-06-02 00:41:31 '
baianinho,lbmc83,RT @S4LLYFAC3: Baianinho e sam da Samsung me passam uma vibe de irmãos eu n sei https://t.co/SeZ4PxuTn9,' None ',' 1399888619016445957 ',' 2021-06-02 00:40:30 '
baianinho,CcoelhoCamila,@vaidesmaiar Baianinho puxando saco dela atoa kkkkkkk,' 1399878641362800640 ',' 1399888580953133060 ',' 2021-06-02 00:40:21 '
baianinho,BatataF22780997,@otacosnanet Baianinho é um homem de cultura https://t.co/PIl13kXUtW,' 1399888112722059266 ',' 1399888518533595144 ',' 2021-06-02 00:40:06 '
baianinho,dasch0und,baianinho: macetava https://t.co/B7oHR8jocu,' None ',' 1399888513613582338 ',' 2021-06-02 00:40:04 '
baianinho,stylesletters,ta explicado o choro do baianinho e do pinguim aqui no tt 🗣️,' None ',' 1399888265033965573 ',' 2021-06-02 00:39:05 '
baianinho,Pixelzh,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399888172650221568 ',' 2021-06-02 00:38:43 '
baianinho,otacosnanet,baianinho??? https://t.co/bmaMJruXDz,' None ',' 1399888112722059266 ',' 2021-06-02 00:38:29 '
baianinho,pipoquinha_sz,@CasasBahia baianinho é verdade q vc apoia o tráfico de anões albinos??,' 1399848128543612928 ',' 1399888067746541572 ',' 2021-06-02 00:38:18 '
baianinho,raquelsantoslm,"@cadelinhadajul que pena né, baianinho ficou com deus 🤭 https://t.co/BYrIpxTKZA",' 1399887067522404354 ',' 1399887668390019072 ',' 2021-06-02 00:36:43 '
baianinho,Feiasu,Spoiler: o Baianinho e a mina da samsumg se beijam https://t.co/xABSt7NPuA,' None ',' 1399887340257132544 ',' 2021-06-02 00:35:25 '
baianinho,Leilaneeeeee_sz,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399887098317053952 ',' 2021-06-02 00:34:27 '
baianinho,nosamara_,@thoritos o baianinho da casas bahia não binário 🗣,' 1399881380700557314 ',' 1399887077593042948 ',' 2021-06-02 00:34:22 '
baianinho,Pocopocoyo2,hentai do baianinho...,' None ',' 1399886867584200707 ',' 2021-06-02 00:33:32 '
baianinho,kibyuak,RT @8Osjulis: icons do baianinho que eu tenho salvo ; a thread https://t.co/rzmBSa4sua,' None ',' 1399886732749856772 ',' 2021-06-02 00:33:00 '
baianinho,KomaruKiwii,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399886684041396225 ',' 2021-06-02 00:32:48 '
baianinho,VelhoteEmo,RT @SUKUN4AG1OTA: Rt pra salvar o baianinho https://t.co/o6HOQXR5hR,' None ',' 1399886661555740675 ',' 2021-06-02 00:32:43 '
baianinho,lil_preta,e davi que é a cara do baianinho https://t.co/H3MJF36Vol,' None ',' 1399886375722360835 ',' 2021-06-02 00:31:35 '
baianinho,Jfiellds_,"Aí gente a Casas Bahia era cacto muito antes da Américas, lembro muito bem do Baianinho vestido de julieter como se fosse ontem viu 👀 https://t.co/jqvAXq5eBv",' None ',' 1399886340746010629 ',' 2021-06-02 00:31:26 '
baianinho,Jonatas_JJ48,RT @ColonoInvestor: Hoje no Colono FIA FIC SOJA AGRO EHOSGURI   Soltamos um pouco do aviãozinho. Tomamos um pouco do baianinho.  DALHE!,' None ',' 1399886292209577986 ',' 2021-06-02 00:31:15 '
baianinho,ccarmarga,RT @raquelsantoslm: juliette embaixadora da americanas  a surra no baianinho biscoiteiro e na ponto lixo que tão espumando até agora porque…,' None ',' 1399885359908073473 ',' 2021-06-02 00:27:33 '
baianinho,sariette_,to esperando vcs aparecerem com as montagens “a vida depois do tombo” do baianinho https://t.co/Lm1FNwTqCP,' None ',' 1399885353566232581 ',' 2021-06-02 00:27:31 '
baianinho,moonchildxl,@memes_horriveis baianinho? https://t.co/JlrGnHxCgm,' 1399854246409945092 ',' 1399885308280311808 ',' 2021-06-02 00:27:20 '
baianinho,BrunaPe20723333,RT @raquelsantoslm: juliette embaixadora da americanas  a surra no baianinho biscoiteiro e na ponto lixo que tão espumando até agora porque…,' None ',' 1399884869539446784 ',' 2021-06-02 00:25:36 '
baianinho,JulieteTheQueen,"Perdeu baianinho, você sabe que perdeu. https://t.co/41M0KBMo0x https://t.co/GsKTQXWAzu",' None ',' 1399884762110627840 ',' 2021-06-02 00:25:10 '
baianinho,lennydelicada,RT @raquelsantoslm: juliette embaixadora da americanas  a surra no baianinho biscoiteiro e na ponto lixo que tão espumando até agora porque…,' None ',' 1399884739692175364 ',' 2021-06-02 00:25:05 '
